"letter_id","duplicate_profile","edition","responder_caste","repeat_letter","groomid","groom","groom_caste","groom_income","income_level","height_in","age","education","education_raw","sons","daughters","unmdaughters","girl_working","father_occupation","father_absent","father_govt","father_private","father_business","father_retired","mother_occupation","mother_absent","mother_housewife","complexion_raw","complexion","looks_raw","looks","bride_income_pm","family_wealth_raw","own_house","own_apartment","own_land","own_car","profile_id"
264,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",66,25,"bachelors","b.ed",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair, medium looks","medium_fair","","fair",NA,"",0,0,0,0,819
265,FALSE,2,"HC",TRUE,2,"HCG-MI","HC",15000,"MI",66,26,"bachelors","b.a",0,1,1,0,"Retired",0,0,0,0,1,"pvt employee",0,0,"medium fair, medium looks","medium_fair","","fair",NA,"",0,0,0,0,955
266,FALSE,2,"HC",TRUE,2,"HCG-MI","HC",15000,"MI",72,24,"bachelors","b.com",0,1,1,1,"pvt employee",0,0,1,0,0,"housewife",0,1,"medium fair, medium looks","medium_fair","","fair",NA,"",0,0,0,0,972
267,FALSE,2,"MC",FALSE,2,"HCG-MI","HC",15000,"MI",63,28,"masters","m.a",0,1,1,1,"govt employee",0,1,0,0,0,"housewife",0,1,"medium fair, medium looks","medium_fair","","fair",NA,"",0,0,0,0,1199
268,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",54,24,"bachelors","b.sc",1,2,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"medium fair, very good looks","medium_fair","","very_good",NA,"",0,0,0,0,648
269,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",64,26,"masters","m.tech",1,2,1,0,"pvt employee",0,0,1,0,0,"absent",1,0,"medium fair/medium looks","medium_fair","","fair",NA,"",0,0,0,0,776
270,FALSE,2,"MC",TRUE,2,"HCG-MI","HC",15000,"MI",68,25,"bachelors","b.com",0,1,1,0,"govt employee",0,1,0,0,0,"nm",0,0,"medium fair/medium looks","medium_fair","","fair",NA,"",0,0,0,0,1347
271,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",66,23,"masters","m.a",1,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium faoir, medium looks","medium_fair","","fair",NA,"house owner",1,0,0,0,809
272,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",63,27,"bachelors","b.a",1,2,2,0,"govt employee",0,1,0,0,0,"housewife",0,1,"medium looks",NA,"","fair",NA,"",0,0,0,0,749
273,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",64,27,"bachelors","b.sc",1,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium looks",NA,"","fair",NA,"",0,0,0,0,778
274,FALSE,2,"HC",TRUE,2,"HCG-MI","HC",15000,"MI",64,22,"masters","m.sc",1,2,1,1,"govt employee",0,1,0,0,0,"housewife",0,1,"slim",NA,"",NA,NA,"",0,0,0,0,938
275,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",60,27,"masters","mtech",2,3,2,1,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","",NA,NA,"car owner",0,0,0,1,669
276,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",69,24,"masters","m.a",0,1,1,0,"Business",0,0,0,1,0,"retired",0,0,"very fair","very_fair","",NA,NA,"two cars",0,0,0,1,891
277,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",63,25,"masters","m.sc",0,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair","very_fair","",NA,NA,"",0,0,0,0,741
278,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",68,28,"masters","m.sc",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","",NA,NA,"",0,0,0,0,882
279,FALSE,2,"LC",FALSE,2,"HCG-MI","HC",15000,"MI",63,22,"bachelors","b.sc",1,1,1,0,"govt employee",0,1,0,0,0,"retired",0,0,"very fair","very_fair","",NA,NA,"",0,0,0,0,1003
280,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",61,21,"bachelors","b.tech",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair, fair looks","very_fair","","fair",NA,"",0,0,0,0,673
281,FALSE,2,"HC",TRUE,2,"HCG-MI","HC",15000,"MI",62,26,"bachelors","b.a",0,1,1,0,"business",0,0,0,1,0,"absent",1,0,"very fair, good looks","very_fair","","good",NA,"car, house owner",1,0,0,1,924
282,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",67,25,"bachelors","b.a",0,1,1,0,"govt employee",0,1,0,0,0,"govt. employee",0,0,"very fair, good looks","very_fair","","good",NA,"house car owner",1,0,0,0,841
283,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",64,25,"bachelors","b.sc",0,1,1,1,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair, good looks","very_fair","","good",NA,"house owner",1,0,0,0,771
284,FALSE,2,"LC",FALSE,2,"HCG-MI","HC",15000,"MI",60,28,"masters","mba",0,1,1,1,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair, good looks","very_fair","","good",NA,"",0,0,0,0,981
285,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",66,27,"masters","m.sc",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"very fair, good looks","very_fair","","good",NA,"",0,0,0,0,829
286,FALSE,2,"HC",TRUE,2,"HCG-MI","HC",15000,"MI",64,25,"masters","m.a",0,2,1,1,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair, good looks","very_fair","","good",NA,"",0,0,0,0,941
287,FALSE,2,"MC",TRUE,2,"HCG-MI","HC",15000,"MI",64,26,"bachelors","b.sc",2,3,1,1,"Retired",0,0,0,0,1,"retired",0,0,"very fair, medium looks","very_fair","","fair",NA,"flat owner",0,1,0,0,1322
288,FALSE,2,"MC",TRUE,2,"HCG-MI","HC",15000,"MI",65,26,"bachelors","b.e",0,2,2,0,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair, medium looks","very_fair","","fair",NA,"flat owner",0,1,0,0,1334
289,FALSE,2,"LC",FALSE,2,"HCG-MI","HC",15000,"MI",62,22,"masters","m.a",1,1,1,1,"Retired",0,0,0,0,1,"govt. employee",0,0,"very fair, medium looks","very_fair","","fair",NA,"flat,car owner",0,1,0,1,990
290,FALSE,2,"MC",FALSE,2,"HCG-MI","HC",15000,"MI",63,23,"bachelors","b.com",2,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair, medium looks","very_fair","","fair",NA,"house owner",1,0,0,0,1182
291,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",68,28,"bachelors","b.a",1,3,1,0,"govt. employee",0,1,0,0,0,"housewife",0,1,"very fair, medium looks","very_fair","","fair",NA,"",0,0,0,0,878
292,FALSE,2,"MC",FALSE,2,"HCG-MI","HC",15000,"MI",64,24,"masters","m.a",1,1,1,0,"nm",0,0,0,0,0,"housewife",0,1,"very fair, medium looks","very_fair","","fair",NA,"",0,0,0,0,1210
293,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",64,21,"bachelors","b.com",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair, medium looks","very_fair","","fair",NA,"",0,0,0,0,756
294,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",63,27,"bachelors","b.com",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair, medium looks","very_fair","","fair",NA,"",0,0,0,0,750
295,FALSE,2,"MC",TRUE,2,"HCG-MI","HC",15000,"MI",62,24,"masters","m.com",1,1,1,0,"business",0,0,0,1,0,"nm",0,0,"very fair, medium looks","very_fair","","fair",NA,"",0,0,0,0,1308
296,FALSE,2,"MC",FALSE,2,"HCG-MI","HC",15000,"MI",66,28,"masters","m.a",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"very fair, medium looks","very_fair","","fair",NA,"",0,0,0,0,1249
297,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",65,24,"masters","m.a",1,1,1,1,"Retired",0,0,0,0,1,"govt. employee",0,0,"very fair, medium looks","very_fair","","fair",NA,"",0,0,0,0,789
298,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",57,24,"masters","m.a",2,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair, very good looks","very_fair","","very_good",NA,"car owner",0,0,0,1,650
299,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",61,26,"bachelors","b.a",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair, very good looks","very_fair","","very_good",NA,"house owner",1,0,0,0,690
300,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",63,26,"masters","m.a",0,1,2,1,"Business",0,0,0,1,0,"absent",1,0,"very fair, very good looks","very_fair","","very_good",NA,"",0,0,0,0,748
301,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",61,24,"masters","m.sc",0,1,1,1,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair, very good looks","very_fair","","very_good",18000,"",0,0,0,0,685
302,FALSE,2,"HC",FALSE,2,"HCG-MI","HC",15000,"MI",65,26,"bachelors","b.a",NA,1,1,0,"Business",0,0,0,1,0,"nm",0,0,"very fair, very good looks","very_fair","","very_good",NA,"",0,0,0,0,793
303,FALSE,2,"MC",FALSE,2,"HCG-MI","HC",15000,"MI",62,27,"masters","m.a",1,1,1,0,"business",0,0,0,1,0,"nm",0,0,"very fair,medium looks","very_fair","","fair",NA,"",0,0,0,0,1177
304,FALSE,2,"MC",FALSE,2,"HCG-MI","HC",15000,"MI",60,25,"masters","m.a",1,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair,very good looks","very_fair","","very_good",NA,"flat owner",0,1,0,0,1132
305,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",62,27,"bachelors","b.e",0,2,1,1,"business",0,0,0,1,0,"housewife",0,1,"fair","fair","fair looks","fair",NA,"flat owner",0,1,0,0,91
306,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",61,27,"bachelors","b.com",1,2,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","good looks","good",NA,"flat owner",0,1,0,0,41
307,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",63,26,"masters","m.a",0,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","medium looks","fair",NA,"flat owner",0,1,0,0,142
308,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",63,22,"masters","m.a",NA,1,1,0,"Retired",0,0,0,0,1,"nm",0,0,"medium fair","medium_fair","medium looks","fair",NA,"flat owner",0,1,0,0,547
309,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",64,28,"masters","m.a",0,2,1,0,"govt. employee",0,1,0,0,0,"housewife",0,1,"fair","fair","good looks","good",NA,"flat owner",0,1,0,0,614
310,FALSE,1,"LC",FALSE,3,"HCG-LI","HC",7000,"LI",62,24,"bachelors","b.a",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","good looks","good",NA,"flat owner",0,1,0,0,288
311,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",64,23,"masters","m.a",NA,1,1,0,"Retired",0,0,0,0,1,"retired",0,0,"fair","fair","",NA,NA,"flat owner",0,1,0,0,595
312,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",62,25,"bachelors","b.a",NA,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","medium looks","fair",NA,"flat owner, car owner",0,1,0,1,75
313,FALSE,1,"MC",TRUE,3,"HCG-LI","HC",7000,"LI",64,22,"bachelors","b.a",0,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"",NA,"medium looks","fair",NA,"house  owner",1,0,0,0,642
314,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",64,26,"masters","m.sc",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","good looks","good",NA,"house car owner",1,0,0,1,603
315,FALSE,1,"HC",TRUE,3,"HCG-LI","HC",7000,"LI",60,25,"bachelors","b.a",0,3,2,0,"Retired",0,0,0,0,1,"teacher",0,0,"fair","fair","fair looks","fair",NA,"house owner",1,0,0,0,218
316,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",64,27,"masters","m.tech",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","fair looks","fair",NA,"house owner",1,0,0,0,186
317,FALSE,1,"LC",FALSE,3,"HCG-LI","HC",7000,"LI",63,26,"masters","m.a",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","good looks","good",NA,"house owner",1,0,0,0,344
318,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",62,25,"bachelors","b.sc",0,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair","very_fair","good looks","good",NA,"house owner",1,0,0,0,509
319,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",63,23,"masters","m.a",0,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","good looks","good",NA,"house owner",1,0,0,0,123
320,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",61,27,"masters","m.a",NA,1,1,0,"business",0,0,0,1,0,"housewife",0,1,"fair","fair","medium looks","fair",NA,"house owner",1,0,0,0,43
321,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",63,23,"bachelors","b.a",0,1,1,1,"Retired",0,0,0,0,1,"retired",0,0,"very fair","very_fair","medium looks","fair",NA,"house owner",1,0,0,0,548
322,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",61,24,"bachelors","b.a",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"house owner",1,0,0,0,451
323,TRUE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",61,24,"masters","m.a",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"house owner",1,0,0,0,31
324,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",60,24,"masters","m.a",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"house owner",1,0,0,0,432
325,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",61,25,"masters","m.sc",1,1,1,0,"business",0,0,0,1,0,"retired",0,0,"very fair","very_fair","medium looks","fair",NA,"house owner",1,0,0,0,464
326,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",62,21,"masters","m.a",NA,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","very good looks","very_good",NA,"house owner",1,0,0,0,55
327,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",62,23,"masters","m.a",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","very good looks","very_good",NA,"house owner",1,0,0,0,489
328,FALSE,1,"LC",TRUE,3,"HCG-LI","HC",7000,"LI",63,26,"masters","m.a",0,1,1,0,"govt. employee",0,1,0,0,0,"housewife",0,1,"fair","fair","medium looks","fair",NA,"house owner",1,0,0,0,412
329,FALSE,1,"LC",TRUE,3,"HCG-LI","HC",7000,"LI",62,26,"bachelors","b.a",0,2,1,0,"govt. employee",0,1,0,0,0,"housewife",0,1,"fair","fair","",NA,NA,"house owner",1,0,0,0,406
330,FALSE,1,"LC",TRUE,3,"HCG-LI","HC",7000,"LI",60,26,"masters","m.sc",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","",NA,NA,"house owner",1,0,0,0,399
331,FALSE,1,"LC",TRUE,3,"HCG-LI","HC",7000,"LI",63,27,"masters","m.phil",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"nm",NA,"",NA,NA,"house owner",1,0,0,0,413
332,FALSE,1,"MC",TRUE,3,"HCG-LI","HC",7000,"LI",61,26,"bachelors","b.com",0,1,1,0,"business",0,0,0,1,0,"retired",0,0,"nm",NA,"",NA,NA,"house owner",1,0,0,0,633
333,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",61,27,"bachelors","b.com",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","medium looks","fair",NA,"house owner,flat owner",1,1,0,0,470
334,FALSE,1,"LC",FALSE,3,"HCG-LI","HC",7000,"LI",64,28,"bachelors","b.sc",0,1,1,0,"business",0,0,0,1,0,"housewife",0,1,"Very fair","very_fair","good look","good",NA,"house, car owner",1,0,0,1,386
335,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",63,24,"masters","m.a",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","",NA,NA,"house, car owner",1,0,0,1,557
336,FALSE,1,"LC",FALSE,3,"HCG-LI","HC",7000,"LI",66,28,"masters","mba",0,1,1,1,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair","very_fair","",NA,NA,"own house",1,0,0,0,394
337,FALSE,1,"LC",TRUE,3,"HCG-LI","HC",7000,"LI",62,29,"bachelors","b.a",0,1,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"sister in usa",0,0,0,0,409
338,FALSE,1,"HC",TRUE,3,"HCG-LI","HC",7000,"LI",62,23,"below_bachelors","h.s",1,2,1,0,"Retired",0,0,0,0,1,"nm",0,0,"fair","fair","fair looks","fair",NA,"",NA,NA,NA,NA,227
339,FALSE,1,"HC",TRUE,3,"HCG-LI","HC",7000,"LI",63,25,"bachelors","b.com",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","good looks","good",NA,"",NA,NA,NA,NA,237
340,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",64,23,"bachelors","b.a",0,1,1,0,"nm",0,0,0,0,0,"nm",0,0,"fair","fair","good looks","good",NA,"",NA,NA,NA,NA,167
341,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",63,24,"masters","m.a",1,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"fair","fair","good looks","good",NA,"",NA,NA,NA,NA,558
342,FALSE,1,"LC",FALSE,3,"HCG-LI","HC",7000,"LI",62,25,"bachelors","b.sc",2,1,1,0,"govt. employee",0,1,0,0,0,"housewife",0,1,"fair","fair","good looks","good",NA,"",NA,NA,NA,NA,301
343,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",63,25,"masters","m.sc",0,1,1,0,"govt employee",0,1,0,0,0,"nm",0,0,"fair","fair","good looks","good",NA,"",NA,NA,NA,NA,564
344,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",63,22,"bachelors","b.a",0,2,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","good looks","good",NA,"",NA,NA,NA,NA,540
345,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",62,27,"masters","m.sc",1,1,1,0,"nm",0,0,0,0,0,"housewife",0,1,"medium fair","medium_fair","good looks","good",NA,"",NA,NA,NA,NA,97
346,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",64,24,"masters","m.com",0,3,2,0,"absent",1,0,0,0,0,"nm",0,0,"medium fair","medium_fair","good looks","good",NA,"",NA,NA,NA,NA,596
347,FALSE,1,"LC",FALSE,3,"HCG-LI","HC",7000,"LI",64,25,"masters","m.a",1,1,1,0,"absent",1,0,0,0,0,"retired",0,0,"very fair","very_fair","good looks","good",NA,"",NA,NA,NA,NA,375
348,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",61,24,"bachelors","b.a",1,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,27
349,FALSE,1,"LC",TRUE,3,"HCG-LI","HC",7000,"LI",61,26,"bachelors","b.a",1,1,1,0,"govt employee",0,1,0,0,0,"govt. employee",0,0,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,401
350,FALSE,1,"MC",TRUE,3,"HCG-LI","HC",7000,"LI",64,26,"bachelors","b.sc",0,1,1,0,"business",0,0,0,1,0,"housewife",0,1,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,644
351,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",61,23,"masters","m.a",2,2,2,0,"govt employee",0,1,0,0,0,"housewife",0,1,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,450
352,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",63,25,"bachelors","b.com",1,2,1,0,"nm",0,0,0,0,0,"housewife",0,1,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,131
353,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",62,24,"bachelors","b.a",NA,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,64
354,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",62,24,"masters","m.a",NA,1,1,0,"nm",0,0,0,0,0,"nm",0,0,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,69
355,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",62,29,"bachelors","llb",1,2,1,1,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,105
356,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",61,28,"bachelors","b.sc",1,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,46
357,FALSE,1,"HC",TRUE,3,"HCG-LI","HC",7000,"LI",62,30,"masters","m.a",1,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,233
358,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",63,27,"masters","m.phil",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,585
359,FALSE,1,"MC",TRUE,3,"HCG-LI","HC",7000,"LI",61,24,"masters","m.a",1,1,1,0,"teacher",0,1,0,0,0,"housewife",0,1,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,631
360,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",64,27,"bachelors","b.a",1,2,2,0,"nm",0,0,0,0,0,"nm",0,0,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,182
361,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",63,26,"masters","m.a",0,1,1,0,"govt employee",0,1,0,0,0,"retired",0,0,"medium fair","medium_fair","medium looks","fair",NA,"",NA,NA,NA,NA,574
362,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",62,24,"masters","m.sc",0,2,1,0,"nm",0,0,0,0,0,"housewife",0,1,"poorly fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,502
363,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",60,22,"bachelors","b.com",0,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"",NA,NA,NA,NA,427
364,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",61,24,"bachelors","b.sc",1,1,1,0,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"",NA,NA,NA,NA,29
365,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",64,23,"bachelors","b.a",1,3,2,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"",NA,NA,NA,NA,168
366,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",61,22,"bachelors","b.com",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"",NA,NA,NA,NA,22
367,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",64,23,"bachelors","b.com",0,2,2,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"",NA,NA,NA,NA,590
368,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",61,24,"masters","m.a",NA,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"",NA,NA,NA,NA,462
369,FALSE,1,"LC",FALSE,3,"HCG-LI","HC",7000,"LI",62,24,"masters","m.sc",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"",NA,NA,NA,NA,293
370,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",NA,24,NA,"",0,1,1,0,"Retired",0,0,0,0,1,"retired",0,0,"very fair","very_fair","medium looks","fair",NA,"",NA,NA,NA,NA,625
371,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",61,28,"masters","m.a",1,2,2,1,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","medium looks","fair",NA,"",NA,NA,NA,NA,48
372,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",63,25,"bachelors","b.a",0,2,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"",NA,"very good looks","very_good",NA,"",NA,NA,NA,NA,129
373,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",62,23,"masters","m.a",NA,2,1,0,"nm",0,0,0,0,0,"housewife",0,1,"medium fair","medium_fair","very good looks","very_good",NA,"",NA,NA,NA,NA,62
374,FALSE,1,"MC",FALSE,3,"HCG-LI","HC",7000,"LI",63,21,"bachelors","b.a",1,1,1,1,"govt employee",0,1,0,0,0,"housewife",0,1,"very fair","very_fair","very good looks","very_good",NA,"",NA,NA,NA,NA,537
375,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",62,26,"masters","m.a",0,2,2,1,"Retired",0,0,0,0,1,"housewife",0,1,"very fair","very_fair","very good looks","very_good",NA,"",NA,NA,NA,NA,86
376,FALSE,1,"LC",FALSE,3,"HCG-LI","HC",7000,"LI",60,26,"masters","mba",1,1,1,1,"Retired",0,0,0,0,1,"teacher",0,0,"Very fair","very_fair","good look","good",2e+05,"",NA,NA,NA,NA,254
377,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",62,30,"bachelors","b.a",1,2,2,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","good looks","good",NA,"",NA,NA,NA,NA,107
378,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",62,22,"below_bachelors","madhyamik",NA,1,1,0,"nm",0,0,0,0,0,"nm",0,0,"",NA,"good looks","good",NA,"",NA,NA,NA,NA,56
379,FALSE,1,"HC",FALSE,3,"HCG-LI","HC",7000,"LI",63,27,"bachelors","b.sc",0,1,1,0,"Retired",0,0,0,0,1,"housewife",0,1,"fair","fair","medium looks","fair",NA,"",NA,NA,NA,NA,149
